User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
cbirdsey,AKIAVOND4K7I35BTCSGI,2020-09-08T03:11:04Z,apigateway.amazonaws.com,UpdateStage,us-east-1,104.12.53.248,aws-sdk-nodejs/2.706.0 win32/v12.16.3 promise,,"[{""resourceType"":""AWS::ApiGateway::Stage"",""resourceName"":""dev""},{""resourceType"":""AWS::ApiGateway::RestApi"",""resourceName"":""a507uc9cfa""}]",923c1af1-37fb-4548-a616-b222c0d4dfe7,a735346a-0327-40e9-b34a-2b867c7d62ab,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:54Z,dynamodb.amazonaws.com,TagResource,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":null,""resourceName"":""arn:aws:dynamodb:us-east-1:374542718929:table/serverless-todo-dev""}]",EV89HGGV1U18T2QDLNOBC2NRT7VV4KQNSO5AEMVJF66Q9ASUAAJG,7c21b749-c500-49b1-9023-eb9413884eb9,false,AwsApiCall,374542718929,Management
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:52Z,apigateway.amazonaws.com,CreateDeployment,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::ApiGateway::Stage"",""resourceName"":""dev""},{""resourceType"":""AWS::ApiGateway::Deployment"",""resourceName"":""ysupuo""},{""resourceType"":""AWS::ApiGateway::RestApi"",""resourceName"":""a507uc9cfa""}]",f522a514-d161-4d62-9c35-bea8a9d07f69,afe218b9-ba2a-484a-a3b3-a9a31785574d,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:48Z,apigateway.amazonaws.com,PutIntegration,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],0806a53f-7a43-43a2-a20c-3b240e9605c4,63e7d0d2-6b19-4120-841f-5f18c90e442d,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:48Z,apigateway.amazonaws.com,PutIntegration,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],03e6ded3-74eb-4f29-ade3-a8f685f8bc37,75277292-cee5-4306-aa03-ab0b4ab4fe64,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:48Z,s3.amazonaws.com,PutBucketPolicy,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""serverless-todo-images777-dev""}]",66AFEE381AB44D34,c0fd84a9-82a1-4b48-a746-3da0646a9e6f,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:48Z,apigateway.amazonaws.com,PutIntegration,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],200f495a-cc71-4a9a-9955-0adb62afb87b,da1f832e-ec63-4cbb-8254-b2f7b21ca36d,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:48Z,apigateway.amazonaws.com,PutIntegration,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],4be96c3b-d446-4d10-a1bd-87bd3db7f23d,db753dfe-3109-4000-a9d4-62ee7692920e,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:47Z,apigateway.amazonaws.com,PutMethod,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],4917b37b-6980-4190-8dbb-503cb84a6530,3929a5e1-bc12-49ab-93a9-6af850c052e1,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:47Z,apigateway.amazonaws.com,PutMethod,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],63f00039-a351-4ae6-9f5e-cabdf66348a8,6030671c-7229-4315-88f4-cdd07cbc1f75,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:47Z,apigateway.amazonaws.com,PutMethod,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],eb960207-7158-4fc9-a1d5-4ba7044911a1,86313661-0090-4b83-892f-dd80dea86ca3,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:47Z,apigateway.amazonaws.com,PutIntegration,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],14f2f6d7-ed83-43df-b25b-c030c1736686,8a8c9b79-6958-4449-989b-41dd15edcb02,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:47Z,apigateway.amazonaws.com,PutMethod,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],837e89d4-bbfa-466f-9ebf-5762ad71827b,9ad0c99e-4200-4da4-87f6-a38428d561ad,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:47Z,apigateway.amazonaws.com,PutMethod,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],3411f41d-8a1a-4a43-91a6-6771d8dabdda,bab462b4-730b-4d9e-ac73-aac23548267d,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:45Z,lambda.amazonaws.com,AddPermission20150331v2,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""arn:aws:lambda:us-east-1:374542718929:function:serverless-todo-app-dev-GetTodos""}]",0f7e1a83-e7ae-4e58-af65-2ccbb538f581,1057fa68-ce85-421e-92eb-ebca6d03699a,,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:45Z,lambda.amazonaws.com,PublishVersion20150331,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],a6a4c405-3f41-440b-862c-788b14e9ff26,503cef5a-c3b2-41ea-a2a1-324ffdbc3dd8,,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:45Z,lambda.amazonaws.com,PublishVersion20150331,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],cca508d5-652c-4fa2-86bd-d7805d73b331,ea7506cb-4336-43f4-a193-e752ab404b89,,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:44Z,lambda.amazonaws.com,PublishVersion20150331,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],d8a01b20-4ccc-4bea-969e-1fd55083102c,61fa9455-4e1e-46c2-8188-e1c0049d0abd,,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:44Z,lambda.amazonaws.com,PublishVersion20150331,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],c96b9d27-8681-47ed-883a-0590f32d1734,639624ad-4250-4894-82b9-11f23279582d,,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:44Z,lambda.amazonaws.com,AddPermission20150331v2,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""arn:aws:lambda:us-east-1:374542718929:function:serverless-todo-app-dev-Auth""}]",99e7796f-3ec2-44b9-8ddd-d72098249d84,6dd3ee87-64d9-4730-920b-e2427bc8e100,,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:44Z,lambda.amazonaws.com,AddPermission20150331v2,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""arn:aws:lambda:us-east-1:374542718929:function:serverless-todo-app-dev-GenerateUploadUrl""}]",ee08cf06-f550-4c30-ad8b-29d6af3019c5,7ee90083-af9f-493a-ad29-2d3d35353d3e,,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:44Z,lambda.amazonaws.com,PublishVersion20150331,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],7ad22a7a-c083-4062-95e2-32f0a81eaf6d,8399392f-88da-4967-a2a8-3359e07bc8be,,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:44Z,apigateway.amazonaws.com,CreateAuthorizer,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::ApiGateway::Authorizer"",""resourceName"":""qcnefd""},{""resourceType"":""AWS::ApiGateway::Authorizer"",""resourceName"":""Auth""},{""resourceType"":""AWS::ApiGateway::RestApi"",""resourceName"":""a507uc9cfa""}]",b05e5269-dbcb-48bd-9d40-96ae55c96574,d6efdf8e-8661-4375-b32d-dca71c0ec942,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:44Z,lambda.amazonaws.com,AddPermission20150331v2,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""arn:aws:lambda:us-east-1:374542718929:function:serverless-todo-app-dev-UpdateTodo""}]",b03e33fc-51dd-4cb6-80d1-41f13cac311e,f5bacf7d-fe28-456f-a0f8-99cfcdd5282f,,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:44Z,lambda.amazonaws.com,PublishVersion20150331,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],036ee8d6-5aee-49b9-b0ce-716d9f9c943c,f99a6118-a249-4488-aa7d-3770e74603c5,,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:43Z,lambda.amazonaws.com,AddPermission20150331v2,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""arn:aws:lambda:us-east-1:374542718929:function:serverless-todo-app-dev-DeleteTodo""}]",b42a3649-aaa9-4598-8b28-30c24e35f9e6,454fd448-24e9-46f3-8499-f8e7daac5149,,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:43Z,lambda.amazonaws.com,AddPermission20150331v2,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""arn:aws:lambda:us-east-1:374542718929:function:serverless-todo-app-dev-CreateTodo""}]",f667ba22-a843-41a2-b807-67427fe2e020,61162505-49fa-4e7f-b27b-27846abb72d6,,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:41Z,lambda.amazonaws.com,CreateFunction20150331,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""serverless-todo-app-dev-GenerateUploadUrl""}]",8302b8f7-49eb-4510-97bd-3549351295e0,190131a4-122b-4f12-b561-c621cc6a5b0b,,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:41Z,lambda.amazonaws.com,CreateFunction20150331,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""serverless-todo-app-dev-GetTodos""}]",0648894b-5d93-4307-8f65-68e5c2a50a5e,fec587c4-7adf-4c57-a666-93b736322230,,AwsApiCall,374542718929,
cbirdsey,ASIAI7HOUXIZSP6QN6IA,2020-09-08T03:10:40Z,kms.amazonaws.com,CreateGrant,us-east-1,lambda.amazonaws.com,lambda.amazonaws.com,,[],b8085376-1be2-444f-932e-ba9c25f47308,1097f12f-e188-40e3-92cf-9b41b1a844f9,false,AwsApiCall,374542718929,
cbirdsey,ASIAI7HOUXIZSP6QN6IA,2020-09-08T03:10:40Z,kms.amazonaws.com,CreateGrant,us-east-1,lambda.amazonaws.com,lambda.amazonaws.com,,[],9b0860cc-142a-4bc8-ab6a-9af8cb16a24e,2457fc17-7974-4b7b-b5a9-1b6593213b77,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:40Z,lambda.amazonaws.com,CreateFunction20150331,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""serverless-todo-app-dev-Auth""}]",0dd505cd-35a6-43d9-aed2-29aecc1a5378,78321820-e4f6-4515-875b-484676c4339a,,AwsApiCall,374542718929,
cbirdsey,ASIAI7HOUXIZSP6QN6IA,2020-09-08T03:10:40Z,kms.amazonaws.com,CreateGrant,us-east-1,lambda.amazonaws.com,lambda.amazonaws.com,,[],a2ebb664-659b-423d-9b56-e4a3f87db810,7a5ae2bb-f8b2-4c76-beba-485a4b0c5a95,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:40Z,lambda.amazonaws.com,CreateFunction20150331,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""serverless-todo-app-dev-CreateTodo""}]",45f05526-7733-4cea-974e-c774e5b25ce6,8af39cec-d5fb-4987-964f-53f8e56cc291,,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:40Z,lambda.amazonaws.com,CreateFunction20150331,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""serverless-todo-app-dev-DeleteTodo""}]",443e3044-db25-45d4-9a8a-d4f1d5b29ff7,93582c11-140f-4c6a-a062-b86fcbfc73b3,,AwsApiCall,374542718929,
cbirdsey,ASIAI7HOUXIZSP6QN6IA,2020-09-08T03:10:40Z,kms.amazonaws.com,CreateGrant,us-east-1,lambda.amazonaws.com,lambda.amazonaws.com,,[],5ba26c67-0c5b-48c6-9bac-0cb3b8f3d7fa,bdb1f361-82cd-424c-a47d-0f9871fc64c2,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:40Z,lambda.amazonaws.com,CreateFunction20150331,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""serverless-todo-app-dev-UpdateTodo""}]",fb61a33a-61f2-4ee0-a9a7-e3761e6ec043,eb681d41-81ce-4c3b-9914-86e994efe47d,,AwsApiCall,374542718929,
cbirdsey,ASIAI7HOUXIZSP6QN6IA,2020-09-08T03:10:40Z,kms.amazonaws.com,CreateGrant,us-east-1,lambda.amazonaws.com,lambda.amazonaws.com,,[],34cdf1b4-deaf-4cd6-895f-164a385d7f2a,fa3b6c88-aa2a-41e7-92dd-191f65521b56,false,AwsApiCall,374542718929,
cbirdsey,ASIAI7HOUXIZSP6QN6IA,2020-09-08T03:10:39Z,kms.amazonaws.com,CreateGrant,us-east-1,lambda.amazonaws.com,lambda.amazonaws.com,,[],9e0f425e-4055-43ef-879b-8ba2af8fab67,975acfbc-21bb-4dc8-86b6-c5dc6afcd570,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:37Z,apigateway.amazonaws.com,PutIntegration,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],a5344b65-7c8e-47da-932b-07a6c0f638c1,28dfed05-2a8d-4354-bfbd-593e5b265a9e,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:37Z,apigateway.amazonaws.com,PutIntegrationResponse,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],07b7f2bb-db20-4ceb-9757-8ec30feb60dd,39f487b6-8903-419c-9adf-c765190e9d8e,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:37Z,apigateway.amazonaws.com,PutMethodResponse,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],aae85c4b-5192-40a1-a1de-d1822e25b498,a1b3d7db-52f4-4054-becb-62086e2b6383,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:36Z,apigateway.amazonaws.com,PutMethod,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],b8f5e985-92bd-421d-ad8d-4ebe5f0aa387,6599b12a-b136-4842-9119-32e5a0e6023a,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:34Z,apigateway.amazonaws.com,PutIntegration,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],ce65e232-fcee-4583-9dc8-f6aec0936257,101d4f28-872f-4a92-bbd6-e50ed14834b7,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:34Z,apigateway.amazonaws.com,PutIntegrationResponse,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],2fac33dc-6f73-4404-9c30-123c3b4aeeaf,7579cced-59fe-4feb-8bba-e5d8889f9350,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:33Z,apigateway.amazonaws.com,PutMethod,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],c4433829-b116-4bc5-abf4-60b08553bc95,03990f65-0406-4641-ab09-a385e9b4838c,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:33Z,apigateway.amazonaws.com,PutMethodResponse,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],fae91e45-21e3-460f-b26c-1a03d7eb2b0c,769bff1e-d355-4a11-bd3b-de39600e2c0c,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:33Z,apigateway.amazonaws.com,CreateResource,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],23e723d6-794d-44dc-a5b8-e92e1a92bd7a,d813b9eb-2ce9-4378-b20c-1a91fe693807,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:30Z,apigateway.amazonaws.com,PutIntegrationResponse,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],e55db0e5-2a6d-4bab-91c3-27f6d9090fd7,3a2bc004-e69d-46a7-9260-6850d7330188,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:30Z,apigateway.amazonaws.com,PutMethodResponse,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],20063e00-9554-45d0-a56d-3edb7227c1e6,6cd12ee2-5505-4e12-8fa7-eaff60fc86d9,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:30Z,apigateway.amazonaws.com,PutIntegration,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],f9d005b7-9ed3-4e60-b5b7-477e693bc968,9a37a5ae-c1ee-4abd-aa16-9f295ab3f55b,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:30Z,apigateway.amazonaws.com,CreateResource,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],f08de457-9ef4-4aa7-95ee-d79be6479b46,c77c27d2-4000-4fd8-a01e-a00152e0a029,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:30Z,apigateway.amazonaws.com,PutMethod,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],236ee554-658b-4dc7-b541-c40d01304520,d78d052e-2231-40ba-8df0-d47b7bff5328,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:27Z,apigateway.amazonaws.com,PutGatewayResponse,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],dd27b307-8471-459d-8388-87cb60034757,dc6d8433-3867-4379-ad3c-dce34b83abb5,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:27Z,apigateway.amazonaws.com,CreateModel,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],61015dff-6f72-4e36-89d4-bca27b177d22,e1e2362a-987f-47cd-829c-c7a88cd7618c,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:26Z,apigateway.amazonaws.com,CreateModel,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],33f79134-0e7a-4e7e-9d5b-10b0e3c88a31,7555783d-46aa-41ec-9e42-9ff906605af1,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:26Z,apigateway.amazonaws.com,CreateRequestValidator,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],06e9cbd1-b217-44af-aa51-5dac7030e0b4,a4ef452a-6bd6-41d8-998b-e1e4f1d48cf1,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:26Z,apigateway.amazonaws.com,CreateResource,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],d3384d97-6b51-46ae-b386-89d068bbe350,d8d68849-84e1-4f16-a0c7-5ef90d7eca06,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:25Z,iam.amazonaws.com,PutRolePolicy,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""serverless-todo-app-dev-lambda""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""serverless-todo-app-dev-DeleteTodo-us-east-1-lambdaRole""}]",cfbdf30c-ca27-4264-9198-310be3a5c8cd,57807c57-0e1a-4c7d-93bb-4a3655c94d73,,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:25Z,iam.amazonaws.com,PutRolePolicy,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""serverless-todo-app-dev-lambda""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""serverless-todo-app-dev-GenerateUploadUrl-us-east-1-lambdaRole""}]",66a8b2f3-2101-472f-ae24-be64cc44733b,a7e49df1-2188-4e3a-b5b9-bfd2b1a55034,,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:24Z,iam.amazonaws.com,PutRolePolicy,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""serverless-todo-app-dev-lambda""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""serverless-todo-app-dev-CreateTodo-us-east-1-lambdaRole""}]",ae106d27-a60a-4d35-9a09-d3b907de502d,46b58313-a092-4b52-9f07-6762380c0348,,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:24Z,iam.amazonaws.com,PutRolePolicy,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""serverless-todo-app-dev-lambda""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""serverless-todo-app-dev-GetTodos-us-east-1-lambdaRole""}]",9445bc2c-d58c-449b-acc0-3beb2e7e420b,6daaa774-c946-448a-89b0-13cdafc7a458,,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:24Z,iam.amazonaws.com,PutRolePolicy,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""serverless-todo-app-dev-lambda""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""serverless-todo-app-dev-us-east-1-lambdaRole""}]",0e69a89b-1d47-460c-997e-8f653d840b0f,a8621e48-655d-4876-8b1e-520a68d2aded,,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:24Z,iam.amazonaws.com,PutRolePolicy,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""serverless-todo-app-dev-lambda""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""serverless-todo-app-dev-UpdateTodo-us-east-1-lambdaRole""}]",e1a3507c-e271-4166-b252-e159821be46c,d1c9f118-5394-4fcc-a576-f98aaa5989ff,,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:24Z,s3.amazonaws.com,PutBucketCors,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""serverless-todo-images777-dev""}]",5C49D1F1B68199EE,fab8c5fc-a57b-4a21-bee0-ea8470a497be,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:24Z,s3.amazonaws.com,PutBucketTagging,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""serverless-todo-images777-dev""}]",E264B357FC618E45,fe402510-6a17-4e3c-9884-186505217586,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:23Z,apigateway.amazonaws.com,CreateRestApi,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],bbd7ba0d-07d9-4707-aef6-794f9bb7d27e,1022eac5-6aa6-4498-83a7-f29c4b0e7534,false,AwsApiCall,374542718929,
cbirdsey,ASIAJRWOSQRZQA5ORC2Q,2020-09-08T03:10:23Z,s3.amazonaws.com,CreateBucket,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""serverless-todo-images777-dev""}]",D9088A2A5D988444,2c0bc6e4-54d2-4579-8c50-71eeef27d5d8,false,AwsApiCall,374542718929,
